Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_group,montly_income_per_year_at_company,Experience_Internal,stagnation_in_role,JobRole_Department
46,0,Travel_Rarely,406,Sales,3,1 - Below College,Marketing,1 - Low,Male,52,3 - High,4,Manager,3 - High,Married,17465,15596,3,Y,No,12,3- Excellent,4 - Very High,1,23,3,3 - Better,12,9,4,9,45-54,1343.4615384615386,0.5217391304347826,0.75,Manager_Sales
38,0,Travel_Rarely,130,Sales,2,2 - College,Marketing,4 - Very High,Male,32,3 - High,3,Sales Executive,2 - Medium,Single,7351,20619,7,Y,No,16,3- Excellent,3 - High,0,10,2,3 - Better,1,0,0,0,35-44,3675.5,0.1,0.0,Sales Executive_Sales
43,0,Travel_Frequently,1082,Research & Development,27,3 - Bachelor,Life Sciences,3 - High,Female,83,3 - High,3,Manufacturing Director,1 - Low,Married,10820,11535,8,Y,No,11,3- Excellent,3 - High,1,18,1,3 - Better,8,7,0,1,35-44,1202.2222222222222,0.4444444444444444,0.875,Manufacturing Director_Research & Development
39,1,Travel_Frequently,203,Research & Development,2,3 - Bachelor,Life Sciences,1 - Low,Male,84,3 - High,4,Healthcare Representative,4 - Very High,Divorced,12169,13547,7,Y,No,11,3- Excellent,4 - Very High,3,21,4,3 - Better,18,7,11,5,35-44,640.4736842105264,0.8571428571428571,0.3888888888888889,Healthcare Representative_Research & Development
40,0,Travel_Rarely,1308,Research & Development,14,3 - Bachelor,Medical,3 - High,Male,44,2 - Medium,5,Research Director,3 - High,Single,19626,17544,1,Y,No,14,3- Excellent,1 - Low,0,21,2,4 - Best,20,7,4,9,35-44,934.5714285714286,0.9523809523809523,0.35,Research Director_Research & Development
21,0,Travel_Rarely,984,Research & Development,1,1 - Below College,Technical Degree,4 - Very High,Female,70,2 - Medium,1,Research Scientist,2 - Medium,Single,2070,25326,1,Y,Yes,11,3- Excellent,3 - High,0,2,6,4 - Best,2,2,2,2,18-24,690.0,1.0,1.0,Research Scientist_Research & Development
39,0,Non-Travel,439,Research & Development,9,3 - Bachelor,Life Sciences,3 - High,Male,70,3 - High,2,Laboratory Technician,2 - Medium,Single,6782,8770,9,Y,No,15,3- Excellent,3 - High,0,9,2,2- Good,5,4,0,3,35-44,1130.3333333333333,0.5555555555555556,0.8,Laboratory Technician_Research & Development
36,0,Non-Travel,217,Research & Development,18,4 - Master,Life Sciences,1 - Low,Male,78,3 - High,2,Manufacturing Director,4 - Very High,Single,7779,23238,2,Y,No,20,4 - Outstanding,1 - Low,0,18,0,3 - Better,11,9,0,9,35-44,648.25,0.6111111111111112,0.8181818181818182,Manufacturing Director_Research & Development
31,0,Travel_Frequently,793,Sales,20,3 - Bachelor,Life Sciences,3 - High,Male,67,4 - Very High,1,Sales Representative,4 - Very High,Married,2791,21981,0,Y,No,12,3- Excellent,1 - Low,1,3,4,3 - Better,2,2,2,2,25-34,930.3333333333334,0.6666666666666666,1.0,Sales Representative_Sales
28,0,Travel_Rarely,1451,Research & Development,2,1 - Below College,Life Sciences,1 - Low,Male,67,2 - Medium,1,Research Scientist,2 - Medium,Married,3201,19911,0,Y,No,17,3- Excellent,1 - Low,0,6,2,1- Bad,5,3,0,4,25-34,533.5,0.8333333333333334,0.6,Research Scientist_Research & Development
35,0,Travel_Frequently,1182,Sales,11,2 - College,Marketing,4 - Very High,Male,54,3 - High,2,Sales Executive,4 - Very High,Divorced,4968,18500,1,Y,No,11,3- Excellent,4 - Very High,1,5,3,3 - Better,5,2,0,2,35-44,828.0,1.0,0.4,Sales Executive_Sales
49,0,Travel_Rarely,174,Sales,8,4 - Master,Technical Degree,4 - Very High,Male,56,2 - Medium,4,Sales Executive,2 - Medium,Married,13120,11879,6,Y,No,17,3- Excellent,2 - Medium,1,22,3,3 - Better,9,8,2,3,45-54,1312.0,0.4090909090909091,0.8888888888888888,Sales Executive_Sales
34,0,Travel_Frequently,1003,Research & Development,2,2 - College,Life Sciences,4 - Very High,Male,95,3 - High,2,Manufacturing Director,3 - High,Single,4033,15834,2,Y,No,11,3- Excellent,4 - Very High,0,5,3,2- Good,3,2,0,2,25-34,1008.25,0.6,0.6666666666666666,Manufacturing Director_Research & Development
29,0,Travel_Frequently,490,Research & Development,10,3 - Bachelor,Life Sciences,4 - Very High,Female,61,3 - High,1,Research Scientist,2 - Medium,Divorced,3291,17940,0,Y,No,14,3- Excellent,4 - Very High,2,8,2,2- Good,7,5,1,1,25-34,411.375,0.875,0.7142857142857143,Research Scientist_Research & Development
42,0,Travel_Rarely,188,Research & Development,29,3 - Bachelor,Medical,2 - Medium,Male,56,1 - Low,2,Laboratory Technician,4 - Very High,Single,4272,9558,4,Y,No,19,3- Excellent,1 - Low,0,16,3,3 - Better,1,0,0,0,35-44,2136.0,0.0625,0.0,Laboratory Technician_Research & Development
29,0,Travel_Rarely,718,Research & Development,8,1 - Below College,Medical,2 - Medium,Male,79,2 - Medium,2,Manufacturing Director,4 - Very High,Married,5056,17689,1,Y,Yes,15,3- Excellent,3 - High,1,10,2,2- Good,10,7,1,2,25-34,459.6363636363636,1.0,0.7,Manufacturing Director_Research & Development
38,0,Travel_Rarely,433,Human Resources,1,3 - Bachelor,Human Resources,3 - High,Male,37,4 - Very High,1,Human Resources,3 - High,Married,2844,6004,1,Y,No,13,3- Excellent,4 - Very High,1,7,2,4 - Best,7,6,5,0,35-44,355.5,1.0,0.8571428571428571,Human Resources_Human Resources
28,0,Travel_Frequently,773,Research & Development,6,3 - Bachelor,Life Sciences,3 - High,Male,39,2 - Medium,1,Research Scientist,3 - High,Divorced,2703,22088,1,Y,Yes,14,3- Excellent,4 - Very High,1,3,2,3 - Better,3,1,0,2,25-34,675.75,1.0,0.3333333333333333,Research Scientist_Research & Development
18,1,Non-Travel,247,Research & Development,8,1 - Below College,Medical,3 - High,Male,80,3 - High,1,Laboratory Technician,3 - High,Single,1904,13556,1,Y,No,12,3- Excellent,4 - Very High,0,0,0,3 - Better,0,0,0,0,18-24,1904.0,,0.0,Laboratory Technician_Research & Development
33,1,Travel_Rarely,603,Sales,9,4 - Master,Marketing,1 - Low,Female,77,3 - High,2,Sales Executive,1 - Low,Single,8224,18385,0,Y,Yes,17,3- Excellent,1 - Low,0,6,3,3 - Better,5,2,0,3,25-34,1370.6666666666667,0.8333333333333334,0.4,Sales Executive_Sales
41,0,Travel_Rarely,167,Research & Development,12,4 - Master,Life Sciences,2 - Medium,Male,46,3 - High,1,Laboratory Technician,4 - Very High,Married,4766,9051,3,Y,Yes,11,3- Excellent,1 - Low,1,6,4,3 - Better,1,0,0,0,35-44,2383.0,0.16666666666666666,0.0,Laboratory Technician_Research & Development
31,1,Travel_Frequently,874,Research & Development,15,3 - Bachelor,Medical,3 - High,Male,72,3 - High,1,Laboratory Technician,3 - High,Married,2610,6233,1,Y,No,12,3- Excellent,3 - High,1,2,5,2- Good,2,2,2,2,25-34,870.0,1.0,1.0,Laboratory Technician_Research & Development
37,0,Travel_Rarely,367,Research & Development,25,2 - College,Medical,3 - High,Female,52,2 - Medium,2,Healthcare Representative,4 - Very High,Divorced,5731,17171,7,Y,No,13,3- Excellent,3 - High,2,9,2,3 - Better,6,2,1,3,35-44,818.7142857142857,0.6666666666666666,0.3333333333333333,Healthcare Representative_Research & Development
27,0,Travel_Rarely,199,Research & Development,6,3 - Bachelor,Life Sciences,4 - Very High,Male,55,2 - Medium,1,Research Scientist,3 - High,Married,2539,7950,1,Y,No,13,3- Excellent,3 - High,1,4,0,3 - Better,4,2,2,2,25-34,507.8,1.0,0.5,Research Scientist_Research & Development
34,0,Travel_Rarely,1400,Sales,9,1 - Below College,Life Sciences,2 - Medium,Female,70,3 - High,2,Sales Executive,3 - High,Married,5714,5829,1,Y,No,20,4 - Outstanding,1 - Low,0,6,3,2- Good,6,5,1,3,25-34,816.2857142857143,1.0,0.8333333333333334,Sales Executive_Sales
35,0,Travel_Rarely,528,Human Resources,8,4 - Master,Technical Degree,3 - High,Male,100,3 - High,1,Human Resources,3 - High,Single,4323,7108,1,Y,No,17,3- Excellent,2 - Medium,0,6,2,1- Bad,5,4,1,4,35-44,720.5,0.8333333333333334,0.8,Human Resources_Human Resources
29,1,Travel_Rarely,408,Sales,23,1 - Below College,Life Sciences,4 - Very High,Female,45,2 - Medium,3,Sales Executive,1 - Low,Married,7336,11162,1,Y,No,13,3- Excellent,1 - Low,1,11,3,1- Bad,11,8,3,10,25-34,611.3333333333334,1.0,0.7272727272727273,Sales Executive_Sales
40,0,Travel_Frequently,593,Research & Development,9,4 - Master,Medical,2 - Medium,Female,88,3 - High,3,Research Director,3 - High,Single,13499,13782,9,Y,No,17,3- Excellent,3 - High,0,20,3,2- Good,18,7,2,13,35-44,710.4736842105264,0.9,0.3888888888888889,Research Director_Research & Development
42,1,Travel_Frequently,481,Sales,12,3 - Bachelor,Life Sciences,3 - High,Male,44,3 - High,4,Sales Executive,1 - Low,Single,13758,2447,0,Y,Yes,12,3- Excellent,2 - Medium,0,22,2,2- Good,21,9,13,14,35-44,625.3636363636364,0.9545454545454546,0.42857142857142855,Sales Executive_Sales
42,0,Travel_Rarely,647,Sales,4,4 - Master,Marketing,2 - Medium,Male,45,3 - High,2,Sales Executive,1 - Low,Single,5155,2253,7,Y,No,13,3- Excellent,4 - Very High,0,9,3,4 - Best,6,4,1,5,35-44,736.4285714285714,0.6666666666666666,0.6666666666666666,Sales Executive_Sales
35,0,Travel_Rarely,982,Research & Development,1,4 - Master,Medical,4 - Very High,Male,58,2 - Medium,1,Laboratory Technician,3 - High,Married,2258,16340,6,Y,No,12,3- Excellent,2 - Medium,1,10,2,3 - Better,8,0,1,7,35-44,250.88888888888889,0.8,0.0,Laboratory Technician_Research & Development
24,0,Travel_Rarely,477,Research & Development,24,3 - Bachelor,Medical,4 - Very High,Male,49,3 - High,1,Laboratory Technician,2 - Medium,Single,3597,6409,8,Y,No,22,4 - Outstanding,4 - Very High,0,6,2,3 - Better,4,3,1,2,18-24,719.4,0.6666666666666666,0.75,Laboratory Technician_Research & Development
28,1,Travel_Rarely,1485,Research & Development,12,1 - Below College,Life Sciences,3 - High,Female,79,3 - High,1,Laboratory Technician,4 - Very High,Married,2515,22955,1,Y,Yes,11,3- Excellent,4 - Very High,0,1,4,2- Good,1,1,0,0,25-34,1257.5,1.0,1.0,Laboratory Technician_Research & Development
26,0,Travel_Rarely,1384,Research & Development,3,4 - Master,Medical,1 - Low,Male,82,4 - Very High,1,Laboratory Technician,4 - Very High,Married,4420,13421,1,Y,No,22,4 - Outstanding,2 - Medium,1,8,2,3 - Better,8,7,0,7,25-34,491.1111111111111,1.0,0.875,Laboratory Technician_Research & Development
30,0,Travel_Rarely,852,Sales,10,3 - Bachelor,Marketing,3 - High,Male,72,2 - Medium,2,Sales Executive,3 - High,Married,6578,2706,1,Y,No,18,3- Excellent,1 - Low,1,10,3,3 - Better,10,3,1,4,25-34,598.0,1.0,0.3,Sales Executive_Sales
40,0,Travel_Frequently,902,Research & Development,26,2 - College,Medical,3 - High,Female,92,2 - Medium,2,Research Scientist,4 - Very High,Married,4422,21203,3,Y,Yes,13,3- Excellent,4 - Very High,1,16,3,1- Bad,1,1,0,0,35-44,2211.0,0.0625,1.0,Research Scientist_Research & Development
35,0,Travel_Rarely,819,Research & Development,2,3 - Bachelor,Life Sciences,3 - High,Male,44,2 - Medium,3,Manufacturing Director,2 - Medium,Divorced,10274,19588,2,Y,No,18,3- Excellent,2 - Medium,1,15,2,4 - Best,7,7,6,4,35-44,1284.25,0.4666666666666667,1.0,Manufacturing Director_Research & Development
34,0,Travel_Frequently,669,Research & Development,1,3 - Bachelor,Medical,4 - Very High,Male,97,2 - Medium,2,Healthcare Representative,1 - Low,Single,5343,25755,0,Y,No,20,4 - Outstanding,3 - High,0,14,3,3 - Better,13,9,4,9,25-34,381.64285714285717,0.9285714285714286,0.6923076923076923,Healthcare Representative_Research & Development
35,0,Travel_Frequently,636,Research & Development,4,4 - Master,Other,4 - Very High,Male,47,2 - Medium,1,Laboratory Technician,4 - Very High,Married,2376,26537,1,Y,No,13,3- Excellent,2 - Medium,1,2,2,4 - Best,2,2,2,2,35-44,792.0,1.0,1.0,Laboratory Technician_Research & Development
43,1,Travel_Rarely,1372,Sales,9,3 - Bachelor,Marketing,1 - Low,Female,85,1 - Low,2,Sales Executive,3 - High,Single,5346,9489,8,Y,No,13,3- Excellent,2 - Medium,0,7,2,2- Good,4,3,1,3,35-44,1069.2,0.5714285714285714,0.75,Sales Executive_Sales
32,0,Non-Travel,862,Sales,2,1 - Below College,Life Sciences,3 - High,Female,76,3 - High,1,Sales Representative,1 - Low,Divorced,2827,14947,1,Y,No,12,3- Excellent,3 - High,3,1,3,3 - Better,1,0,0,0,25-34,1413.5,1.0,0.0,Sales Representative_Sales
56,0,Travel_Rarely,718,Research & Development,4,4 - Master,Technical Degree,4 - Very High,Female,92,3 - High,5,Manager,1 - Low,Divorced,19943,18575,4,Y,No,13,3- Excellent,4 - Very High,1,28,2,3 - Better,5,2,4,2,55-64,3323.8333333333335,0.17857142857142858,0.4,Manager_Research & Development
29,0,Travel_Rarely,1401,Research & Development,6,1 - Below College,Medical,2 - Medium,Female,54,3 - High,1,Laboratory Technician,4 - Very High,Married,3131,26342,1,Y,No,13,3- Excellent,1 - Low,1,10,5,3 - Better,10,8,0,8,25-34,284.6363636363636,1.0,0.8,Laboratory Technician_Research & Development
19,0,Travel_Rarely,645,Research & Development,9,2 - College,Life Sciences,3 - High,Male,54,3 - High,1,Research Scientist,1 - Low,Single,2552,7172,1,Y,No,25,4 - Outstanding,3 - High,0,1,4,3 - Better,1,1,0,0,18-24,1276.0,1.0,1.0,Research Scientist_Research & Development
45,0,Travel_Rarely,1457,Research & Development,7,3 - Bachelor,Medical,1 - Low,Female,83,3 - High,1,Research Scientist,3 - High,Married,4477,20100,4,Y,Yes,19,3- Excellent,3 - High,1,7,2,2- Good,3,2,0,2,45-54,1119.25,0.42857142857142855,0.6666666666666666,Research Scientist_Research & Development
37,0,Travel_Rarely,977,Research & Development,1,3 - Bachelor,Life Sciences,4 - Very High,Female,56,2 - Medium,2,Manufacturing Director,4 - Very High,Married,6474,9961,1,Y,No,13,3- Excellent,2 - Medium,1,14,2,2- Good,14,8,3,11,35-44,431.6,1.0,0.5714285714285714,Manufacturing Director_Research & Development
20,0,Travel_Rarely,805,Research & Development,3,3 - Bachelor,Life Sciences,1 - Low,Male,87,2 - Medium,1,Laboratory Technician,3 - High,Single,3033,12828,1,Y,No,12,3- Excellent,1 - Low,0,2,2,2- Good,2,2,1,2,18-24,1011.0,1.0,1.0,Laboratory Technician_Research & Development
44,1,Travel_Rarely,1097,Research & Development,10,4 - Master,Life Sciences,3 - High,Male,96,3 - High,1,Research Scientist,3 - High,Single,2936,10826,1,Y,Yes,11,3- Excellent,3 - High,0,6,4,3 - Better,6,4,0,2,35-44,419.42857142857144,1.0,0.6666666666666666,Research Scientist_Research & Development
53,0,Travel_Rarely,1223,Research & Development,7,2 - College,Medical,4 - Very High,Female,50,3 - High,5,Manager,3 - High,Divorced,18606,18640,3,Y,No,18,3- Excellent,2 - Medium,1,26,6,3 - Better,7,7,4,7,45-54,2325.75,0.2692307692307692,1.0,Manager_Research & Development
29,0,Travel_Rarely,942,Research & Development,15,1 - Below College,Life Sciences,2 - Medium,Female,69,1 - Low,1,Research Scientist,4 - Very High,Married,2168,26933,0,Y,Yes,18,3- Excellent,1 - Low,1,6,2,2- Good,5,4,1,3,25-34,361.3333333333333,0.8333333333333334,0.8,Research Scientist_Research & Development
22,1,Travel_Frequently,1256,Research & Development,3,4 - Master,Life Sciences,3 - High,Male,48,2 - Medium,1,Research Scientist,4 - Very High,Married,2853,4223,0,Y,Yes,11,3- Excellent,2 - Medium,1,1,5,3 - Better,0,0,0,0,18-24,2853.0,0.0,0.0,Research Scientist_Research & Development
46,0,Travel_Rarely,1402,Sales,2,3 - Bachelor,Marketing,3 - High,Female,69,3 - High,4,Manager,1 - Low,Married,17048,24097,8,Y,No,23,4 - Outstanding,1 - Low,0,28,2,3 - Better,26,15,15,9,45-54,631.4074074074074,0.9285714285714286,0.5769230769230769,Manager_Sales
44,0,Non-Travel,111,Research & Development,17,3 - Bachelor,Life Sciences,4 - Very High,Male,74,1 - Low,1,Research Scientist,3 - High,Single,2290,4279,2,Y,No,13,3- Excellent,4 - Very High,0,6,3,3 - Better,0,0,0,0,35-44,2290.0,0.0,0.0,Research Scientist_Research & Development
33,0,Travel_Rarely,147,Human Resources,2,3 - Bachelor,Human Resources,2 - Medium,Male,99,3 - High,1,Human Resources,3 - High,Married,3600,8429,1,Y,No,13,3- Excellent,4 - Very High,1,5,2,3 - Better,5,4,1,4,25-34,600.0,1.0,0.8,Human Resources_Human Resources
41,1,Non-Travel,906,Research & Development,5,2 - College,Life Sciences,1 - Low,Male,95,2 - Medium,1,Research Scientist,1 - Low,Divorced,2107,20293,6,Y,No,17,3- Excellent,1 - Low,1,5,2,1- Bad,1,0,0,0,35-44,1053.5,0.2,0.0,Research Scientist_Research & Development
30,0,Travel_Rarely,1329,Sales,29,4 - Master,Life Sciences,3 - High,Male,61,3 - High,2,Sales Executive,1 - Low,Divorced,4115,13192,8,Y,No,19,3- Excellent,3 - High,3,8,3,3 - Better,4,3,0,3,25-34,823.0,0.5,0.75,Sales Executive_Sales
40,0,Travel_Frequently,1184,Sales,2,4 - Master,Medical,2 - Medium,Male,62,3 - High,2,Sales Executive,2 - Medium,Married,4327,25440,5,Y,No,12,3- Excellent,4 - Very High,3,5,2,3 - Better,0,0,0,0,35-44,4327.0,0.0,0.0,Sales Executive_Sales
50,0,Travel_Frequently,1421,Research & Development,2,3 - Bachelor,Medical,4 - Very High,Female,30,3 - High,4,Manager,1 - Low,Married,17856,9490,2,Y,No,22,4 - Outstanding,3 - High,1,32,3,3 - Better,2,2,2,2,45-54,5952.0,0.0625,1.0,Manager_Research & Development
28,0,Travel_Rarely,1179,Research & Development,19,4 - Master,Medical,4 - Very High,Male,78,2 - Medium,1,Laboratory Technician,1 - Low,Married,3196,12449,1,Y,No,12,3- Excellent,3 - High,3,6,2,3 - Better,6,5,3,3,25-34,456.57142857142856,1.0,0.8333333333333334,Laboratory Technician_Research & Development
46,0,Travel_Rarely,1450,Research & Development,15,2 - College,Life Sciences,4 - Very High,Male,52,3 - High,5,Research Director,2 - Medium,Married,19081,10849,5,Y,No,11,3- Excellent,1 - Low,1,25,2,3 - Better,4,2,0,3,45-54,3816.2,0.16,0.5,Research Director_Research & Development
35,0,Travel_Rarely,1361,Sales,17,4 - Master,Life Sciences,3 - High,Male,94,3 - High,2,Sales Executive,1 - Low,Married,8966,21026,3,Y,Yes,15,3- Excellent,4 - Very High,3,15,2,3 - Better,7,7,1,7,35-44,1120.75,0.4666666666666667,1.0,Sales Executive_Sales
24,1,Travel_Rarely,984,Research & Development,17,2 - College,Life Sciences,4 - Very High,Female,97,3 - High,1,Laboratory Technician,2 - Medium,Married,2210,3372,1,Y,No,13,3- Excellent,1 - Low,1,1,3,1- Bad,1,0,0,0,18-24,1105.0,1.0,0.0,Laboratory Technician_Research & Development
33,0,Travel_Frequently,1146,Sales,25,3 - Bachelor,Medical,2 - Medium,Female,82,3 - High,2,Sales Executive,3 - High,Married,4539,4905,1,Y,No,12,3- Excellent,1 - Low,1,10,3,2- Good,10,7,0,1,25-34,412.6363636363636,1.0,0.7,Sales Executive_Sales
36,0,Travel_Rarely,917,Research & Development,6,4 - Master,Life Sciences,3 - High,Male,60,1 - Low,1,Laboratory Technician,3 - High,Divorced,2741,6865,1,Y,No,14,3- Excellent,3 - High,1,7,4,3 - Better,7,7,1,7,35-44,342.625,1.0,1.0,Laboratory Technician_Research & Development
30,0,Travel_Rarely,853,Research & Development,7,4 - Master,Life Sciences,3 - High,Male,49,3 - High,2,Laboratory Technician,3 - High,Divorced,3491,11309,1,Y,No,13,3- Excellent,1 - Low,3,10,4,2- Good,10,7,8,9,25-34,317.3636363636364,1.0,0.7,Laboratory Technician_Research & Development
44,0,Travel_Rarely,200,Research & Development,29,4 - Master,Other,4 - Very High,Male,32,3 - High,2,Research Scientist,4 - Very High,Single,4541,7744,1,Y,No,25,4 - Outstanding,2 - Medium,0,20,3,3 - Better,20,11,13,17,35-44,216.23809523809524,1.0,0.55,Research Scientist_Research & Development
20,0,Travel_Rarely,654,Sales,21,3 - Bachelor,Marketing,3 - High,Male,43,4 - Very High,1,Sales Representative,4 - Very High,Single,2678,5050,1,Y,No,17,3- Excellent,4 - Very High,0,2,2,3 - Better,2,1,2,2,18-24,892.6666666666666,1.0,0.5,Sales Representative_Sales
46,0,Travel_Rarely,150,Research & Development,2,4 - Master,Technical Degree,4 - Very High,Male,60,3 - High,2,Manufacturing Director,4 - Very High,Divorced,7379,17433,2,Y,No,11,3- Excellent,3 - High,1,12,3,2- Good,6,3,1,4,45-54,1054.142857142857,0.5,0.5,Manufacturing Director_Research & Development
42,0,Non-Travel,179,Human Resources,2,5 - Doctorate,Medical,4 - Very High,Male,79,4 - Very High,2,Human Resources,1 - Low,Married,6272,12858,7,Y,No,16,3- Excellent,1 - Low,1,10,3,4 - Best,4,3,0,3,35-44,1254.4,0.4,0.75,Human Resources_Human Resources
60,0,Travel_Rarely,696,Sales,7,4 - Master,Marketing,2 - Medium,Male,52,4 - Very High,2,Sales Executive,4 - Very High,Divorced,5220,10893,0,Y,Yes,18,3- Excellent,2 - Medium,1,12,3,3 - Better,11,7,1,9,55-64,435.0,0.9166666666666666,0.6363636363636364,Sales Executive_Sales
32,0,Travel_Frequently,116,Research & Development,13,3 - Bachelor,Other,3 - High,Female,77,2 - Medium,1,Laboratory Technician,2 - Medium,Married,2743,7331,1,Y,No,20,4 - Outstanding,3 - High,1,2,2,3 - Better,2,2,2,2,25-34,914.3333333333334,1.0,1.0,Laboratory Technician_Research & Development
32,0,Travel_Frequently,1316,Research & Development,2,2 - College,Life Sciences,4 - Very High,Female,38,3 - High,2,Research Scientist,3 - High,Single,4998,2338,4,Y,Yes,14,3- Excellent,4 - Very High,0,10,2,3 - Better,8,7,0,7,25-34,555.3333333333334,0.8,0.875,Research Scientist_Research & Development
36,0,Travel_Rarely,363,Research & Development,1,3 - Bachelor,Technical Degree,3 - High,Female,77,1 - Low,3,Manufacturing Director,1 - Low,Divorced,10252,4235,2,Y,Yes,21,4 - Outstanding,3 - High,1,17,2,3 - Better,7,7,7,7,35-44,1281.5,0.4117647058823529,1.0,Manufacturing Director_Research & Development
33,0,Travel_Rarely,117,Research & Development,9,3 - Bachelor,Medical,1 - Low,Male,60,3 - High,1,Research Scientist,4 - Very High,Married,2781,6311,0,Y,No,13,3- Excellent,2 - Medium,1,15,5,3 - Better,14,10,4,10,25-34,185.4,0.9333333333333333,0.7142857142857143,Research Scientist_Research & Development
40,0,Travel_Rarely,107,Sales,10,3 - Bachelor,Technical Degree,2 - Medium,Female,84,2 - Medium,2,Sales Executive,2 - Medium,Divorced,6852,11591,7,Y,No,12,3- Excellent,2 - Medium,1,7,2,4 - Best,5,1,1,3,35-44,1142.0,0.7142857142857143,0.2,Sales Executive_Sales
25,0,Travel_Rarely,1356,Sales,10,4 - Master,Life Sciences,3 - High,Male,57,3 - High,2,Sales Executive,4 - Very High,Single,4950,20623,0,Y,No,14,3- Excellent,2 - Medium,0,5,4,3 - Better,4,3,1,1,25-34,990.0,0.8,0.75,Sales Executive_Sales
30,0,Travel_Rarely,1465,Research & Development,1,3 - Bachelor,Medical,4 - Very High,Male,63,3 - High,1,Research Scientist,2 - Medium,Married,3579,9369,0,Y,Yes,21,4 - Outstanding,1 - Low,1,12,2,3 - Better,11,9,5,7,25-34,298.25,0.9166666666666666,0.8181818181818182,Research Scientist_Research & Development
42,0,Travel_Frequently,458,Research & Development,26,5 - Doctorate,Medical,1 - Low,Female,60,3 - High,3,Research Director,1 - Low,Married,13191,23281,3,Y,Yes,17,3- Excellent,3 - High,0,20,6,3 - Better,1,0,0,0,35-44,6595.5,0.05,0.0,Research Director_Research & Development
35,0,Non-Travel,1212,Sales,8,2 - College,Marketing,3 - High,Female,78,2 - Medium,3,Sales Executive,4 - Very High,Married,10377,13755,4,Y,Yes,11,3- Excellent,2 - Medium,1,16,6,2- Good,13,2,4,12,35-44,741.2142857142857,0.8125,0.15384615384615385,Sales Executive_Sales
27,0,Travel_Rarely,1103,Research & Development,14,3 - Bachelor,Life Sciences,1 - Low,Male,42,3 - High,1,Research Scientist,1 - Low,Married,2235,14377,1,Y,Yes,14,3- Excellent,4 - Very High,2,9,3,2- Good,9,7,6,8,25-34,223.5,1.0,0.7777777777777778,Research Scientist_Research & Development
54,0,Travel_Frequently,966,Research & Development,1,4 - Master,Life Sciences,4 - Very High,Female,53,3 - High,3,Manufacturing Director,3 - High,Divorced,10502,9659,7,Y,No,17,3- Excellent,1 - Low,1,33,2,1- Bad,5,4,1,4,45-54,1750.3333333333333,0.15151515151515152,0.8,Manufacturing Director_Research & Development
44,0,Travel_Rarely,1117,Research & Development,2,1 - Below College,Life Sciences,1 - Low,Female,72,4 - Very High,1,Research Scientist,4 - Very High,Married,2011,19982,1,Y,No,13,3- Excellent,4 - Very High,1,10,5,3 - Better,10,5,7,7,35-44,182.8181818181818,1.0,0.5,Research Scientist_Research & Development
19,1,Non-Travel,504,Research & Development,10,3 - Bachelor,Medical,1 - Low,Female,96,2 - Medium,1,Research Scientist,2 - Medium,Single,1859,6148,1,Y,Yes,25,4 - Outstanding,2 - Medium,0,1,2,4 - Best,1,1,0,0,18-24,929.5,1.0,1.0,Research Scientist_Research & Development
29,0,Travel_Rarely,1010,Research & Development,1,3 - Bachelor,Life Sciences,1 - Low,Female,97,3 - High,1,Research Scientist,4 - Very High,Divorced,3760,5598,1,Y,No,15,3- Excellent,1 - Low,3,3,5,3 - Better,3,2,1,2,25-34,940.0,1.0,0.6666666666666666,Research Scientist_Research & Development
54,0,Travel_Rarely,685,Research & Development,3,3 - Bachelor,Life Sciences,4 - Very High,Male,85,3 - High,4,Research Director,4 - Very High,Married,17779,23474,3,Y,No,14,3- Excellent,1 - Low,0,36,2,3 - Better,10,9,0,9,45-54,1616.2727272727273,0.2777777777777778,0.9,Research Director_Research & Development
31,0,Travel_Rarely,1332,Research & Development,11,2 - College,Medical,3 - High,Male,80,3 - High,2,Healthcare Representative,1 - Low,Married,6833,17089,1,Y,Yes,12,3- Excellent,4 - Very High,0,6,2,2- Good,6,5,0,1,25-34,976.1428571428571,1.0,0.8333333333333334,Healthcare Representative_Research & Development
31,0,Travel_Rarely,1062,Research & Development,24,3 - Bachelor,Medical,3 - High,Female,96,2 - Medium,2,Healthcare Representative,1 - Low,Single,6812,17198,1,Y,No,19,3- Excellent,2 - Medium,0,10,2,3 - Better,10,9,1,8,25-34,619.2727272727273,1.0,0.9,Healthcare Representative_Research & Development
59,0,Travel_Rarely,326,Sales,3,3 - Bachelor,Life Sciences,3 - High,Female,48,2 - Medium,2,Sales Executive,4 - Very High,Single,5171,16490,5,Y,No,17,3- Excellent,4 - Very High,0,13,2,3 - Better,6,1,0,5,55-64,738.7142857142857,0.46153846153846156,0.16666666666666666,Sales Executive_Sales
